order_id,order_date,customer_id,seller_id,order_status
1399,25-05-2020,65,4,Inprogress
12620,23-05-2023,66,15,Inprogress
12944,15-01-2021,66,14,Inprogress
4303,24-10-2023,67,1,Inprogress
16446,28-02-2023,67,26,Inprogress
4857,13-08-2022,67,3,Inprogress
7352,05-04-2021,67,2,Inprogress
12394,24-10-2020,67,9,Inprogress
18001,07-04-2020,67,35,Inprogress
19773,17-11-2023,68,24,Inprogress
5981,09-10-2021,68,2,Inprogress
2165,03-06-2021,68,2,Inprogress
1281,27-12-2020,68,5,Inprogress
17088,07-11-2020,68,20,Inprogress
18225,21-07-2020,68,24,Inprogress
7272,02-12-2023,69,5,Inprogress
7098,19-04-2022,69,1,Inprogress
18247,16-07-2023,70,23,Inprogress
19639,16-05-2023,70,35,Inprogress
12758,20-02-2022,70,17,Inprogress
18647,25-01-2022,71,22,Inprogress
4183,16-01-2021,71,3,Inprogress
11440,19-09-2020,71,19,Inprogress
2627,27-08-2023,72,4,Inprogress
18033,07-12-2022,72,32,Inprogress
19745,18-10-2022,72,35,Inprogress
15413,05-09-2020,72,23,Inprogress
4865,04-08-2022,73,4,Inprogress
19979,28-08-2021,73,28,Inprogress
18649,05-02-2021,73,32,Inprogress
8996,28-08-2020,73,2,Inprogress
3757,04-01-2023,74,3,Inprogress
11236,03-06-2022,74,14,Inprogress
19801,02-06-2022,74,29,Inprogress
6081,25-05-2022,74,3,Inprogress
17370,23-03-2022,74,35,Inprogress
6829,07-09-2023,75,5,Inprogress
4545,15-07-2023,75,3,Inprogress
13115,06-04-2023,75,22,Inprogress
15936,25-06-2022,75,28,Inprogress
10054,08-02-2022,75,20,Inprogress
7488,05-12-2020,75,1,Inprogress
13353,05-06-2020,75,12,Inprogress
11618,20-03-2020,75,20,Inprogress
16614,25-08-2022,76,23,Inprogress
14869,24-04-2022,76,25,Inprogress
6663,22-02-2022,76,2,Inprogress
13617,09-04-2021,76,21,Inprogress
4159,29-09-2020,76,5,Inprogress
15165,31-01-2020,76,45,Inprogress
5519,28-04-2023,77,4,Inprogress
3041,28-10-2021,77,3,Inprogress
17434,02-10-2020,77,31,Inprogress
14257,17-09-2022,78,19,Inprogress
4299,14-09-2023,79,2,Inprogress
525,25-12-2021,79,5,Inprogress
933,11-05-2020,79,3,Inprogress
16300,22-02-2020,79,30,Inprogress
18229,11-02-2024,80,21,Inprogress
5801,30-10-2023,80,5,Inprogress
17617,25-10-2023,80,23,Inprogress
18487,30-07-2023,80,30,Inprogress
13149,14-06-2023,80,16,Inprogress
3267,29-04-2023,80,5,Inprogress
1201,06-12-2021,80,2,Inprogress
19479,03-04-2021,80,27,Inprogress
9070,20-08-2021,81,2,Inprogress
12588,29-05-2021,81,15,Inprogress
14727,18-12-2020,81,1,Inprogress
10700,17-12-2020,81,14,Inprogress
11116,26-08-2022,82,8,Inprogress
9578,10-11-2021,82,1,Inprogress
18173,09-07-2021,82,32,Inprogress
7918,01-06-2023,83,4,Inprogress
5307,25-03-2023,83,3,Inprogress
19325,10-08-2022,83,23,Inprogress
13899,08-08-2022,83,10,Inprogress
19015,11-06-2021,83,21,Inprogress
2195,11-07-2020,83,4,Inprogress
9944,26-02-2020,83,5,Inprogress
17406,20-01-2024,84,35,Inprogress
11826,19-05-2023,84,1,Inprogress
16984,14-02-2023,84,35,Inprogress
6295,15-10-2021,84,4,Inprogress
12700,30-03-2021,84,23,Inprogress
12514,03-08-2020,84,13,Inprogress
13559,25-02-2022,85,21,Inprogress
11760,07-01-2022,85,14,Inprogress
12272,18-09-2020,85,6,Inprogress
18161,13-01-2020,85,34,Inprogress
2119,07-11-2023,86,2,Inprogress
1505,15-11-2023,87,5,Inprogress
13613,30-07-2023,88,12,Inprogress
6049,10-12-2021,88,5,Inprogress
14305,18-07-2021,88,6,Inprogress
5709,06-04-2021,88,4,Inprogress
4575,02-03-2020,88,4,Inprogress
15958,30-10-2023,89,29,Inprogress
13879,09-12-2022,89,5,Inprogress
12040,06-02-2021,89,25,Inprogress
19427,07-01-2024,90,27,Inprogress
685,22-06-2021,90,5,Inprogress
14341,28-02-2021,90,19,Inprogress
19835,16-09-2020,90,22,Inprogress
17849,28-09-2023,91,23,Inprogress
3057,21-04-2022,91,1,Inprogress
9306,14-01-2022,91,2,Inprogress
13231,17-04-2022,92,9,Inprogress
8546,22-01-2022,92,4,Inprogress
6285,09-09-2021,92,3,Inprogress
661,26-03-2020,92,5,Inprogress
3833,20-08-2023,93,2,Inprogress
7920,08-07-2023,93,1,Inprogress
9066,31-10-2023,94,2,Inprogress
11482,20-08-2023,94,3,Inprogress
17975,01-11-2021,94,23,Inprogress
463,27-06-2021,94,1,Inprogress
485,29-06-2022,95,4,Inprogress
18489,26-03-2021,95,25,Inprogress
6037,17-09-2020,95,1,Inprogress
16478,26-08-2020,95,25,Inprogress
4087,20-07-2023,96,3,Inprogress
19003,20-04-2023,97,29,Inprogress
5897,31-01-2021,97,4,Inprogress
5829,28-05-2023,98,1,Inprogress
8398,06-05-2023,98,3,Inprogress
11598,01-05-2023,98,23,Inprogress
6247,24-03-2023,98,3,Inprogress
11298,23-03-2023,98,19,Inprogress
2939,08-04-2022,98,3,Inprogress
14171,28-01-2022,98,7,Inprogress
2615,08-12-2020,98,5,Inprogress
13525,11-08-2020,98,18,Inprogress
1333,21-02-2020,98,3,Inprogress
13261,23-03-2023,99,1,Inprogress
14077,12-01-2022,99,5,Inprogress
14567,04-02-2020,99,10,Inprogress
5459,01-11-2022,100,4,Inprogress
16674,10-09-2021,100,30,Inprogress
13571,15-07-2020,100,3,Inprogress
343,01-04-2023,101,1,Inprogress
12554,07-05-2022,101,9,Inprogress
13565,12-10-2020,101,17,Inprogress
5903,29-06-2022,102,4,Inprogress
1963,05-06-2021,102,3,Inprogress
17178,03-08-2020,102,24,Inprogress
3785,11-01-2024,103,2,Inprogress
8512,13-12-2023,103,1,Inprogress
3029,07-10-2023,103,5,Inprogress
5213,17-02-2023,103,5,Inprogress
18759,19-06-2022,103,23,Inprogress
10790,23-09-2021,103,6,Inprogress
11138,03-02-2021,103,13,Inprogress
15820,13-11-2023,104,31,Inprogress
7430,29-09-2022,104,2,Inprogress
13401,17-08-2022,104,13,Inprogress
12212,01-05-2021,104,8,Inprogress
14219,27-03-2021,104,14,Inprogress
10292,11-09-2020,104,16,Inprogress
18921,16-06-2020,105,22,Inprogress
53,23-04-2022,106,2,Inprogress
15249,20-04-2020,106,3,Inprogress
6377,15-04-2023,107,2,Inprogress
10798,12-10-2022,107,23,Inprogress
12056,25-12-2020,107,4,Inprogress
4615,12-12-2023,108,4,Inprogress
8754,11-06-2022,108,4,Inprogress
14773,09-03-2022,108,2,Inprogress
8338,15-11-2020,108,1,Inprogress
2687,20-04-2023,109,1,Inprogress
12162,28-11-2022,109,3,Inprogress
12102,22-01-2022,109,3,Inprogress
16906,02-12-2021,109,22,Inprogress
11990,15-04-2021,109,14,Inprogress
4153,03-06-2020,110,5,Inprogress
9836,01-01-2020,110,10,Inprogress
11172,13-10-2022,111,8,Inprogress
5847,24-01-2021,111,4,Inprogress
17939,02-04-2020,111,35,Inprogress
19775,06-08-2023,112,21,Inprogress
17248,09-12-2020,112,23,Inprogress
9678,05-12-2020,112,24,Inprogress
18663,31-05-2020,112,27,Inprogress
18287,21-08-2020,113,34,Inprogress
14601,18-04-2023,114,1,Inprogress
8632,12-12-2022,114,3,Inprogress
12440,08-10-2022,114,10,Inprogress
17881,02-11-2020,114,23,Inprogress
4331,05-03-2020,114,2,Inprogress
17899,14-01-2020,114,21,Inprogress
4089,17-12-2022,115,5,Inprogress
15932,04-07-2023,116,35,Inprogress
5753,16-02-2023,116,2,Inprogress
11780,26-11-2022,116,6,Inprogress
7668,29-09-2022,116,3,Inprogress
16362,26-03-2021,116,28,Inprogress
255,01-11-2022,117,2,Inprogress
1555,25-10-2021,117,4,Inprogress
9894,01-02-2022,118,17,Inprogress
14955,27-10-2020,118,9,Inprogress
539,26-02-2020,118,5,Inprogress
11934,09-09-2023,119,5,Inprogress
1681,22-05-2022,119,4,Inprogress
9300,29-04-2022,119,5,Inprogress
7230,25-07-2023,120,3,Inprogress
1075,09-07-2023,120,1,Inprogress
9506,30-05-2023,120,5,Inprogress
4369,10-04-2021,120,2,Inprogress
10678,12-11-2022,121,25,Inprogress
1305,10-11-2022,121,5,Inprogress
14349,06-04-2022,121,8,Inprogress
5329,21-04-2020,122,1,Inprogress
12048,26-12-2022,123,22,Inprogress
12574,18-11-2022,123,20,Inprogress
18935,09-11-2022,123,24,Inprogress
17935,12-01-2020,123,26,Inprogress
18931,24-09-2021,124,32,Inprogress
15209,18-02-2021,124,35,Inprogress
10532,05-07-2022,125,4,Inprogress
13719,01-07-2022,125,14,Inprogress
15691,09-02-2022,125,22,Inprogress
13177,13-02-2024,126,9,Inprogress
18919,15-11-2022,126,28,Inprogress
783,22-12-2021,126,3,Inprogress
5961,26-06-2021,126,2,Inprogress
11134,15-04-2021,126,14,Inprogress
11068,17-06-2023,127,10,Inprogress
2067,29-05-2023,127,1,Inprogress
1443,06-08-2020,127,4,Inprogress
17691,05-07-2023,128,35,Inprogress
6821,21-07-2022,128,3,Inprogress
17350,20-10-2021,128,28,Inprogress
4083,17-02-2020,128,2,Inprogress
17767,15-08-2022,129,32,Inprogress
7400,01-06-2021,129,5,Inprogress
4447,08-08-2020,129,5,Inprogress
4357,14-07-2020,129,3,Inprogress
1275,20-04-2020,129,2,Inprogress
14829,05-08-2023,132,22,Inprogress
8908,09-02-2022,132,5,Inprogress
6949,07-01-2022,132,1,Inprogress
7232,14-11-2020,132,2,Inprogress
14729,13-06-2023,134,36,Inprogress
16280,01-12-2021,134,35,Inprogress
7096,07-11-2023,135,1,Inprogress
19469,11-09-2022,135,35,Inprogress
8104,08-02-2024,136,2,Inprogress
439,11-11-2021,137,1,Inprogress
10238,11-04-2021,137,3,Inprogress
4633,20-08-2020,137,5,Inprogress
11442,17-03-2023,138,13,Inprogress
6833,27-05-2020,138,4,Inprogress
2489,10-03-2022,139,4,Inprogress
8428,19-11-2022,140,5,Inprogress
4755,18-11-2022,140,2,Inprogress
13857,08-06-2022,140,23,Inprogress
16702,09-07-2021,140,24,Inprogress
3831,07-01-2024,141,5,Inprogress
3993,26-05-2022,141,5,Inprogress
3539,22-03-2022,141,2,Inprogress
3261,17-03-2023,142,3,Inprogress
7234,11-08-2021,142,4,Inprogress
3031,14-08-2020,142,2,Inprogress
13199,31-08-2023,143,8,Inprogress
4095,27-03-2023,143,5,Inprogress
2749,02-02-2022,143,3,Inprogress
4729,22-12-2022,144,1,Inprogress
15708,22-09-2021,144,29,Inprogress
14027,20-12-2023,145,22,Inprogress
4337,04-10-2023,145,4,Inprogress
397,03-07-2023,145,5,Inprogress
3713,10-08-2022,145,1,Inprogress
18955,22-10-2021,145,32,Inprogress
1593,11-09-2021,145,5,Inprogress
19581,17-08-2021,145,21,Inprogress
6403,18-01-2024,146,4,Inprogress
16846,28-02-2023,146,25,Inprogress
7632,02-12-2021,146,2,Inprogress
19717,14-10-2021,146,20,Inprogress
12570,03-11-2020,146,24,Inprogress
3229,09-11-2022,147,3,Inprogress
4553,21-04-2022,147,4,Inprogress
19077,15-02-2021,147,32,Inprogress
19259,05-08-2023,148,24,Inprogress
19863,25-07-2021,148,20,Inprogress
1091,15-07-2020,148,5,Inprogress
5923,27-03-2020,148,1,Inprogress
8950,13-10-2023,149,1,Inprogress
15041,10-09-2023,149,47,Inprogress
15808,07-08-2023,149,26,Inprogress
17412,12-06-2022,149,33,Inprogress
13769,28-03-2021,149,21,Inprogress
2029,09-01-2024,150,1,Inprogress
4659,07-02-2022,150,2,Inprogress
6349,01-10-2021,150,2,Inprogress
1803,17-06-2021,150,1,Inprogress
15986,16-08-2020,150,20,Inprogress
17835,28-03-2020,150,25,Inprogress
15898,10-01-2020,150,20,Inprogress
3187,30-08-2023,151,5,Inprogress
6929,29-06-2023,151,4,Inprogress
10500,30-04-2023,151,9,Inprogress
2621,11-11-2021,151,5,Inprogress
8508,21-10-2020,151,2,Inprogress
5011,11-02-2023,152,2,Inprogress
16122,14-11-2022,152,21,Inprogress
715,21-02-2022,152,1,Inprogress
11412,12-10-2023,153,18,Inprogress
2877,25-08-2023,153,1,Inprogress
8000,09-06-2023,153,1,Inprogress
18853,06-01-2023,153,27,Inprogress
303,08-06-2022,153,2,Inprogress
6599,18-10-2021,153,2,Inprogress
4701,01-09-2021,153,2,Inprogress
7738,30-04-2021,154,3,Inprogress
10786,03-01-2021,154,2,Inprogress
4879,28-06-2020,154,3,Inprogress
18611,09-04-2020,154,22,Inprogress
1667,12-12-2023,155,5,Inprogress
19337,14-10-2020,155,35,Inprogress
14149,30-04-2020,155,13,Inprogress
14241,14-11-2023,156,12,Inprogress
12562,01-06-2023,156,5,Inprogress
15497,18-12-2022,156,25,Inprogress
3417,03-09-2022,156,5,Inprogress
13433,14-06-2022,156,7,Inprogress
763,10-01-2022,156,4,Inprogress
2809,07-07-2020,156,5,Inprogress
14611,14-05-2020,157,24,Inprogress
7054,07-09-2023,158,2,Inprogress
1931,29-10-2022,158,1,Inprogress
16950,09-06-2021,158,20,Inprogress
8696,25-02-2021,158,3,Inprogress
7682,18-07-2020,158,4,Inprogress
14957,06-06-2020,158,10,Inprogress
14853,18-10-2023,159,13,Inprogress
13309,02-04-2022,159,10,Inprogress
4535,15-05-2020,159,3,Inprogress
6203,04-08-2020,160,3,Inprogress
16558,10-06-2023,161,29,Inprogress
13369,01-10-2022,161,16,Inprogress
9560,09-09-2020,161,2,Inprogress
9688,07-07-2020,161,4,Inprogress
421,17-11-2023,162,2,Inprogress
4333,19-04-2023,162,4,Inprogress
2963,05-10-2022,162,1,Inprogress
18717,15-08-2022,162,24,Inprogress
16196,22-08-2021,162,28,Inprogress
14217,16-09-2020,162,14,Inprogress
14271,04-05-2023,163,1,Inprogress
1831,01-09-2022,163,3,Inprogress
2337,06-05-2023,164,2,Inprogress
18901,03-04-2023,164,27,Inprogress
6533,02-01-2022,164,2,Inprogress
10944,29-07-2021,164,7,Inprogress
4225,29-11-2020,164,5,Inprogress
7954,21-06-2020,164,4,Inprogress
5291,19-08-2022,165,2,Inprogress
8450,14-07-2020,165,3,Inprogress
15199,30-07-2022,166,19,Inprogress
7702,30-11-2021,166,4,Inprogress
15301,18-12-2023,167,17,Inprogress
13339,24-11-2022,167,12,Inprogress
18633,11-09-2021,167,34,Inprogress
3603,27-05-2023,168,2,Inprogress
7246,08-07-2021,168,1,Inprogress
11720,30-06-2021,168,6,Inprogress
19333,16-12-2021,169,29,Inprogress
9978,27-08-2020,169,4,Inprogress
9150,06-08-2020,169,4,Inprogress
4677,04-02-2023,170,2,Inprogress
1533,16-10-2022,170,4,Inprogress
2657,24-05-2022,170,2,Inprogress
1961,16-05-2022,170,3,Inprogress
16500,21-04-2022,170,32,Inprogress
10710,08-06-2021,170,12,Inprogress
8058,05-10-2020,170,2,Inprogress
19001,09-07-2023,171,25,Inprogress
13171,02-07-2023,171,10,Inprogress
16306,23-02-2023,171,35,Inprogress
11198,25-01-2023,171,14,Inprogress
15,20-11-2022,172,5,Inprogress
575,31-10-2022,172,4,Inprogress
19155,22-05-2022,172,22,Inprogress
16034,21-01-2021,172,20,Inprogress
17006,16-04-2020,172,30,Inprogress
13603,21-05-2023,173,23,Inprogress
13295,17-08-2022,173,12,Inprogress
7078,24-06-2022,173,1,Inprogress
7544,28-10-2021,173,5,Inprogress
5539,10-07-2021,173,2,Inprogress
12808,19-01-2024,174,5,Inprogress
9812,25-01-2023,174,6,Inprogress
16460,24-01-2022,174,26,Inprogress
1207,09-10-2020,174,4,Inprogress
3611,02-01-2024,175,2,Inprogress
4371,04-11-2023,175,2,Inprogress
16856,21-01-2021,175,21,Inprogress
1653,05-08-2020,175,4,Inprogress
17064,04-09-2022,176,33,Inprogress
1385,17-08-2022,176,3,Inprogress
16942,08-11-2020,176,32,Inprogress
18283,10-08-2020,176,21,Inprogress
3891,05-01-2024,177,3,Inprogress
13257,07-09-2023,177,2,Inprogress
5267,14-04-2022,177,3,Inprogress
18187,06-02-2022,178,31,Inprogress
10068,28-09-2022,179,21,Inprogress
2889,22-08-2022,179,3,Inprogress
18237,11-09-2023,180,27,Inprogress
879,13-10-2023,181,1,Inprogress
10178,02-06-2021,181,21,Inprogress
10452,22-03-2021,181,4,Inprogress
15762,04-06-2020,181,26,Inprogress
15491,26-04-2020,181,25,Inprogress
3107,21-02-2020,181,5,Inprogress
2599,09-07-2023,182,2,Inprogress
3897,27-10-2022,182,1,Inprogress
1445,28-03-2022,182,2,Inprogress
14061,25-05-2020,182,21,Inprogress
12762,14-04-2020,182,11,Inprogress
1423,12-06-2023,183,4,Inprogress
2847,18-05-2023,183,5,Inprogress
19045,18-09-2021,183,26,Inprogress
10268,22-09-2020,183,23,Inprogress
11334,31-03-2020,183,17,Inprogress
10718,17-09-2023,184,18,Inprogress
6891,21-07-2021,184,1,Inprogress
2919,14-06-2021,184,5,Inprogress
4483,21-11-2023,185,1,Inprogress
8288,06-07-2023,185,2,Inprogress
9398,27-10-2022,185,4,Inprogress
1321,13-03-2023,187,5,Inprogress
16342,25-08-2021,187,33,Inprogress
18881,05-06-2021,187,33,Inprogress
9834,09-07-2020,187,15,Inprogress
5515,28-02-2020,187,3,Inprogress
7136,05-01-2024,188,4,Completed
1107,19-06-2023,188,2,Completed
2787,30-12-2022,188,1,Completed
1033,24-11-2022,188,4,Completed
19241,12-09-2022,188,35,Completed
6035,06-07-2021,188,1,Completed
1069,28-04-2023,189,2,Completed
4499,05-03-2023,189,2,Completed
11560,08-11-2022,189,10,Completed
17500,20-01-2022,189,24,Completed
14043,14-10-2021,189,16,Completed
1761,09-09-2020,189,4,Completed
11416,06-03-2020,189,11,Completed
4461,24-01-2024,190,3,Completed
3291,27-09-2023,190,4,Completed
8262,05-04-2023,190,5,Completed
11768,25-07-2021,190,20,Completed
17468,14-08-2023,191,28,Completed
12838,01-07-2022,191,14,Completed
14299,03-04-2022,191,4,Completed
9270,25-01-2021,191,2,Completed
16246,27-10-2020,191,32,Completed
837,30-09-2020,191,5,Completed
4429,31-03-2023,192,4,Completed
11566,09-12-2021,192,5,Completed
3893,03-02-2024,193,3,Completed
6581,27-03-2022,193,1,Completed
17054,24-09-2020,193,28,Completed
13553,30-01-2020,193,16,Completed
7110,17-07-2023,194,4,Completed
19741,21-02-2023,194,30,Completed
4899,20-06-2022,194,4,Completed
11288,08-08-2020,194,21,Completed
16726,21-08-2023,195,24,Completed
3017,20-07-2022,195,4,Completed
4613,11-08-2020,195,5,Completed
6651,15-03-2022,196,1,Completed
1463,24-05-2021,196,3,Completed
2771,16-09-2020,196,1,Completed
4133,04-01-2024,197,1,Completed
15994,18-11-2023,197,31,Completed
2923,27-03-2023,197,2,Completed
10330,19-01-2021,197,12,Completed
15351,24-12-2020,197,14,Completed
3829,10-04-2020,197,1,Completed
7618,24-09-2022,198,5,Completed
12556,11-04-2021,198,9,Completed
1705,17-04-2020,198,3,Completed
1859,28-12-2021,199,2,Completed
7404,05-11-2021,199,5,Completed
13507,02-11-2021,199,3,Completed
12246,17-01-2024,201,2,Completed
14153,18-11-2023,201,13,Completed
5821,10-12-2022,201,1,Completed
19759,07-12-2022,201,21,Completed
11104,25-04-2022,201,13,Completed
6785,17-05-2023,202,5,Completed
10564,17-05-2023,202,15,Completed
6289,14-05-2020,202,5,Completed
2909,29-08-2023,203,4,Completed
7174,14-01-2023,203,3,Completed
1367,07-01-2022,203,1,Completed
729,02-04-2021,203,1,Completed
9636,01-12-2020,203,4,Completed
10662,10-06-2020,203,11,Completed
12024,08-06-2020,203,16,Completed
3939,15-11-2022,204,4,Completed
3645,30-04-2022,204,3,Completed
8474,03-11-2021,204,4,Completed
13075,16-08-2020,204,2,Completed
9074,16-10-2022,205,3,Completed
11204,01-04-2022,205,10,Completed
9488,28-10-2020,205,1,Completed
16046,17-01-2020,205,33,Completed
6633,01-10-2023,206,1,Completed
8038,11-05-2020,206,3,Completed
8964,27-06-2023,207,4,Completed
13205,02-03-2020,207,21,Completed
12634,03-01-2024,208,3,Completed
5007,21-01-2024,209,2,Completed
7220,20-11-2023,209,4,Completed
489,30-10-2022,210,5,Completed
14679,20-08-2022,210,49,Completed
2709,03-05-2022,210,1,Completed
19599,21-04-2022,210,32,Completed
17140,22-08-2023,211,35,Completed
2601,15-06-2023,211,5,Completed
4205,16-02-2023,211,1,Completed
15928,20-05-2022,211,25,Completed
4449,22-04-2022,211,3,Completed
3361,02-07-2022,212,3,Completed
4875,29-11-2021,212,5,Completed
5535,02-10-2021,212,1,Completed
3323,29-01-2024,213,4,Completed
5837,24-10-2023,213,3,Completed
18949,10-01-2021,213,35,Completed
5957,14-10-2020,213,1,Completed
9442,17-05-2020,213,5,Completed
18433,04-09-2023,214,32,Completed
7248,28-03-2023,214,3,Completed
11046,18-12-2022,214,14,Completed
1347,01-08-2023,215,2,Completed
18357,07-05-2023,215,32,Completed
13745,01-02-2020,215,1,Completed
8628,13-11-2023,216,2,Completed
15025,30-09-2022,216,15,Completed
4761,22-04-2023,217,5,Completed
3309,03-10-2021,217,3,Completed
12174,13-01-2020,217,9,Completed
15187,10-01-2020,217,9,Completed
87,14-10-2023,218,3,Completed
14627,17-07-2023,218,1,Completed
14527,03-09-2022,218,18,Completed
8382,28-09-2021,218,4,Completed
13217,24-12-2020,218,22,Completed
15625,15-08-2020,218,28,Completed
17556,21-06-2020,218,27,Completed
1095,01-01-2020,218,1,Completed
13717,17-06-2023,219,21,Completed
521,22-04-2022,219,2,Completed
19929,14-02-2022,219,30,Completed
10582,08-10-2021,219,6,Completed
16242,24-02-2020,219,28,Completed
15724,07-09-2022,220,30,Completed
8720,17-06-2020,220,1,Completed
16628,19-01-2024,221,32,Completed
6323,16-01-2023,221,1,Completed
109,06-01-2024,222,1,Completed
3049,26-01-2021,222,5,Completed
15814,26-01-2021,222,33,Completed
14319,06-09-2020,222,11,Completed
15716,21-08-2020,222,28,Completed
18913,16-02-2023,224,28,Completed
3671,02-05-2022,224,5,Completed
17086,30-09-2023,225,20,Completed
12876,07-07-2022,225,24,Completed
2379,12-03-2020,225,5,Completed
14965,20-01-2023,226,23,Completed
1733,08-01-2023,226,2,Completed
17106,26-04-2021,226,23,Completed
10428,13-07-2020,226,20,Completed
12844,22-06-2023,227,25,Completed
11418,02-12-2021,227,22,Completed
7132,30-09-2023,228,3,Completed
9728,16-07-2023,228,24,Completed
8736,01-03-2022,228,1,Completed
17699,16-12-2020,228,26,Completed
527,01-01-2024,229,1,Completed
11588,29-07-2023,229,8,Completed
17877,22-12-2022,229,24,Completed
1109,03-10-2022,229,2,Completed
17400,18-09-2020,229,24,Completed
2841,16-04-2023,230,5,Completed
19589,19-11-2022,230,30,Completed
9002,27-08-2021,230,3,Completed
13225,04-07-2020,230,4,Completed
423,19-12-2023,231,1,Completed
10622,13-11-2022,232,6,Completed
7444,19-06-2022,232,2,Completed
1239,04-06-2022,232,2,Completed
3815,29-09-2021,232,2,Completed
3475,28-08-2021,232,4,Completed
8782,21-03-2023,233,2,Completed
17230,12-12-2021,233,26,Completed
4989,03-06-2020,233,2,Completed
14433,08-01-2023,234,2,Completed
14137,04-04-2023,235,2,Completed
2965,30-03-2023,235,5,Completed
12110,27-03-2022,235,23,Completed
6589,20-03-2020,235,5,Completed
13223,01-04-2023,237,19,Completed
5345,27-02-2023,237,3,Completed
19961,15-09-2021,238,34,Completed
11404,29-01-2021,238,11,Completed
7046,30-08-2023,239,2,Completed
13421,12-06-2023,239,13,Completed
289,26-01-2020,239,1,Completed
4479,16-05-2023,240,2,Completed
6217,16-12-2022,240,4,Completed
105,07-05-2022,240,1,Completed
16612,28-04-2022,240,31,Completed
17983,01-03-2022,240,27,Completed
13127,14-09-2021,240,24,Completed
11254,05-07-2021,240,25,Completed
19661,11-07-2020,240,20,Completed
18053,30-08-2022,241,25,Completed
15373,09-08-2022,241,17,Completed
6867,05-01-2021,241,5,Completed
5991,03-12-2023,242,2,Completed
19539,21-11-2023,242,27,Completed
11432,28-10-2023,242,1,Completed
18469,31-05-2023,242,27,Completed
16756,13-09-2021,242,32,Completed
5749,30-04-2021,242,5,Completed
18815,04-02-2020,242,31,Completed
1079,12-08-2023,243,2,Completed
9936,17-09-2022,243,4,Completed
3175,03-04-2023,244,1,Completed
14735,16-05-2022,244,29,Completed
13643,15-11-2021,244,21,Completed
14487,12-06-2020,244,21,Completed
5875,26-02-2023,245,3,Completed
10162,07-02-2022,245,15,Completed
8954,09-01-2021,245,1,Completed
18121,09-11-2020,245,20,Completed
13549,06-03-2020,245,5,Completed
14463,07-06-2022,246,13,Completed
1583,29-10-2021,246,2,Completed
16684,16-10-2021,246,20,Completed
11266,24-07-2021,246,21,Completed
12108,28-11-2020,247,4,Completed
15405,15-04-2020,247,31,Completed
19833,03-07-2023,248,20,Completed
23,19-04-2023,248,4,Completed
8096,11-12-2022,248,2,Completed
10598,04-09-2021,248,19,Completed
2427,12-11-2022,249,2,Completed
12058,17-05-2023,251,7,Completed
5099,19-05-2021,251,5,Completed
3653,07-08-2020,251,4,Completed
5257,11-03-2020,251,2,Completed
2005,07-05-2022,252,5,Completed
