shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
153,2841,18-04-2023,,fedex,Delivered
154,19589,20-11-2022,,fedex,Delivered
155,9002,30-08-2021,,fedex,Delivered
156,13225,07-07-2020,,fedex,Delivered
157,423,21-12-2023,,fedex,Delivered
158,10622,14-11-2022,,fedex,Delivered
159,7444,21-06-2022,,fedex,Delivered
160,1239,07-06-2022,,fedex,Delivered
161,3815,04-10-2021,,fedex,Delivered
162,3475,01-09-2021,,fedex,Delivered
163,8782,24-03-2023,,fedex,Delivered
164,17230,16-12-2021,,fedex,Delivered
165,4989,05-06-2020,,fedex,Delivered
166,14433,13-01-2023,,fedex,Delivered
167,14137,06-04-2023,,fedex,Delivered
168,2965,03-04-2023,,fedex,Delivered
169,12110,30-03-2022,,fedex,Delivered
170,6589,24-03-2020,,fedex,Delivered
171,13223,04-04-2023,,fedex,Delivered
172,5345,03-03-2023,,fedex,Delivered
173,19961,18-09-2021,,fedex,Delivered
174,11404,31-01-2021,,fedex,Delivered
175,7046,01-09-2023,,fedex,Delivered
176,13421,14-06-2023,,fedex,Delivered
177,289,31-01-2020,,fedex,Delivered
178,4479,20-05-2023,,fedex,Delivered
179,6217,17-12-2022,,fedex,Delivered
180,105,08-05-2022,,fedex,Delivered
181,16612,01-05-2022,,fedex,Delivered
182,17983,05-03-2022,,fedex,Delivered
183,13127,15-09-2021,,fedex,Delivered
184,11254,09-07-2021,,fedex,Delivered
185,19661,14-07-2020,,fedex,Delivered
186,18053,02-09-2022,,fedex,Delivered
187,15373,10-08-2022,,fedex,Delivered
188,6867,08-01-2021,,fedex,Delivered
189,5991,08-12-2023,,fedex,Delivered
190,19539,24-11-2023,,fedex,Delivered
191,11432,29-10-2023,,fedex,Delivered
192,18469,05-06-2023,,fedex,Delivered
193,16756,18-09-2021,,fedex,Delivered
194,5749,04-05-2021,,fedex,Delivered
195,18815,08-02-2020,,fedex,Delivered
196,1079,13-08-2023,,fedex,Delivered
197,9936,18-09-2022,,fedex,Delivered
198,3175,07-04-2023,,fedex,Delivered
199,14735,21-05-2022,,fedex,Delivered
200,13643,18-11-2021,,fedex,Delivered
201,14487,14-06-2020,,fedex,Delivered
202,5875,03-03-2023,,fedex,Delivered
203,10162,08-02-2022,,fedex,Delivered
204,8954,11-01-2021,,fedex,Delivered
205,18121,11-11-2020,,fedex,Delivered
206,13549,07-03-2020,,fedex,Delivered
207,14463,11-06-2022,,fedex,Delivered
208,1583,03-11-2021,,fedex,Delivered
209,16684,17-10-2021,,fedex,Delivered
210,11266,26-07-2021,,fedex,Delivered
211,12108,02-12-2020,,fedex,Delivered
212,15405,16-04-2020,,fedex,Delivered
213,19833,08-07-2023,,fedex,Delivered
214,23,20-04-2023,,fedex,Delivered
215,8096,15-12-2022,,fedex,Delivered
216,10598,07-09-2021,,fedex,Delivered
217,2427,13-11-2022,,fedex,Delivered
218,12058,18-05-2023,,fedex,Delivered
219,5099,21-05-2021,,fedex,Delivered
220,3653,08-08-2020,,fedex,Delivered
221,5257,13-03-2020,,fedex,Delivered
222,2005,11-05-2022,,fedex,Delivered
223,8026,22-11-2021,,fedex,Delivered
224,15593,20-02-2021,,fedex,Delivered
225,10896,09-12-2022,,fedex,Delivered
226,19551,01-11-2022,,fedex,Delivered
227,18017,26-03-2020,,fedex,Delivered
228,1541,01-01-2024,,fedex,Delivered
229,9132,25-11-2023,,fedex,Delivered
230,2451,27-01-2023,,fedex,Delivered
231,12832,01-04-2022,,fedex,Delivered
232,11778,21-03-2021,,fedex,Delivered
233,13057,16-03-2021,,fedex,Delivered
234,12884,18-11-2023,,fedex,Delivered
235,3239,10-09-2023,,fedex,Delivered
236,11066,23-02-2022,,fedex,Delivered
237,16156,30-10-2020,,fedex,Delivered
238,9876,18-08-2023,,fedex,Delivered
239,7716,10-11-2022,,fedex,Delivered
240,10948,27-08-2022,,fedex,Delivered
241,8364,22-11-2020,,fedex,Delivered
242,3519,25-08-2020,,fedex,Delivered
243,2201,02-07-2020,,fedex,Delivered
244,6955,27-06-2020,,fedex,Delivered
245,18257,25-08-2023,,fedex,Delivered
246,12856,11-07-2021,,fedex,Delivered
247,12964,21-12-2020,,fedex,Delivered
248,6413,09-04-2020,,fedex,Delivered
249,13373,04-01-2024,,fedex,Delivered
250,18035,29-11-2023,,fedex,Delivered
251,9456,04-11-2023,,fedex,Delivered
252,10908,12-10-2021,,fedex,Delivered
253,6097,24-09-2021,,fedex,Delivered
254,4745,21-01-2024,,fedex,Delivered
255,18603,12-02-2023,,fedex,Delivered
256,2089,13-06-2022,,fedex,Delivered
257,12989,28-02-2022,,fedex,Delivered
258,5781,04-11-2021,,fedex,Delivered
259,11206,13-08-2020,,fedex,Delivered
260,7846,03-02-2023,,fedex,Delivered
261,9792,18-01-2023,,fedex,Delivered
262,19051,07-05-2022,,fedex,Delivered
263,15065,30-07-2020,,fedex,Delivered
264,10526,23-12-2022,,fedex,Delivered
265,16116,26-11-2022,,fedex,Delivered
266,12782,24-09-2022,,fedex,Delivered
267,3951,06-03-2022,,fedex,Delivered
268,17785,03-07-2021,,fedex,Delivered
269,6731,21-06-2021,,fedex,Delivered
270,13519,11-03-2020,,fedex,Delivered
271,11906,07-12-2021,,fedex,Delivered
272,2689,11-06-2020,,fedex,Delivered
273,17484,06-10-2023,,fedex,Delivered
274,12144,07-08-2023,,fedex,Delivered
275,8112,30-01-2024,,fedex,Delivered
276,7162,27-11-2023,,fedex,Delivered
277,3303,14-09-2023,,fedex,Delivered
278,9612,18-02-2022,,fedex,Delivered
279,14371,06-01-2022,,fedex,Delivered
280,9038,16-05-2020,,fedex,Delivered
281,14067,09-06-2023,,fedex,Delivered
282,1821,19-10-2022,,fedex,Delivered
283,17669,15-12-2020,,fedex,Delivered
284,19027,31-05-2020,,fedex,Delivered
285,19807,07-03-2020,,fedex,Delivered
286,15115,24-03-2022,,fedex,Delivered
287,1995,12-12-2020,,fedex,Delivered
288,15912,27-06-2020,,fedex,Delivered
289,3597,30-11-2023,,fedex,Delivered
290,5317,29-01-2024,,fedex,Delivered
291,5097,11-08-2023,,fedex,Delivered
292,12242,20-03-2021,,fedex,Delivered
293,3251,15-01-2024,,fedex,Delivered
294,7200,06-10-2022,,fedex,Delivered
295,5863,12-04-2021,,fedex,Delivered
296,5561,28-01-2023,,fedex,Delivered
297,17599,20-12-2021,,fedex,Delivered
298,5,01-10-2020,,fedex,Delivered
299,10374,16-11-2022,,fedex,Delivered
300,19257,24-09-2022,,fedex,Delivered
301,5003,28-11-2021,,fedex,Delivered
302,16640,10-04-2020,,fedex,Delivered
303,5399,14-01-2024,,fedex,Delivered
304,18231,29-12-2023,,fedex,Delivered
305,6073,06-06-2023,,fedex,Delivered
306,6965,24-02-2022,,fedex,Delivered
307,14391,09-12-2021,,fedex,Delivered
308,15874,31-05-2021,,fedex,Delivered
309,6143,09-03-2021,,fedex,Delivered
310,1291,11-01-2021,,fedex,Delivered
311,5747,23-10-2020,,fedex,Delivered
312,14883,06-05-2022,,fedex,Delivered
313,7900,12-09-2021,,fedex,Delivered
314,15671,24-02-2021,,fedex,Delivered
315,13807,23-12-2020,,fedex,Delivered
316,7512,05-05-2020,,fedex,Delivered
317,18501,20-04-2020,,fedex,Delivered
318,11982,12-08-2023,,fedex,Delivered
319,17977,06-07-2022,,fedex,Delivered
320,8894,21-02-2021,,fedex,Delivered
321,6355,09-02-2021,,fedex,Delivered
322,10124,14-12-2020,,fedex,Delivered
323,9744,02-12-2020,,fedex,Delivered
324,19805,19-10-2020,,fedex,Delivered
325,4773,05-07-2020,,fedex,Delivered
326,19953,05-07-2020,,fedex,Delivered
327,4637,30-06-2020,,fedex,Delivered
328,5619,12-05-2020,,fedex,Delivered
329,6957,27-03-2022,,fedex,Delivered
330,10580,15-10-2021,,fedex,Delivered
331,7822,04-09-2021,,fedex,Delivered
332,5505,02-06-2021,,fedex,Delivered
333,16992,23-10-2021,,fedex,Delivered
334,9576,05-07-2021,,fedex,Delivered
335,14775,14-02-2021,,fedex,Delivered
336,4295,30-01-2021,,fedex,Delivered
337,16704,02-06-2020,,fedex,Delivered
338,9832,24-08-2022,,fedex,Delivered
339,2033,12-07-2022,,fedex,Delivered
340,5429,12-02-2020,,fedex,Delivered
341,10402,05-02-2024,,fedex,Delivered
342,17298,01-05-2020,,fedex,Delivered
343,2001,25-07-2023,,fedex,Delivered
344,16320,25-12-2022,,fedex,Delivered
345,5557,28-09-2021,,fedex,Delivered
346,16400,18-03-2021,,fedex,Delivered
347,6211,04-09-2020,,fedex,Delivered
348,7870,22-01-2024,,fedex,Delivered
349,11740,14-06-2023,,fedex,Delivered
350,16568,02-11-2022,,fedex,Delivered
351,3867,15-01-2021,,fedex,Delivered
352,2445,03-11-2023,,fedex,Delivered
353,13715,20-05-2023,,fedex,Delivered
354,15019,24-11-2020,,fedex,Delivered
355,8848,15-11-2021,,fedex,Delivered
356,8534,24-09-2021,,fedex,Delivered
357,19119,06-10-2020,,fedex,Delivered
358,14079,05-08-2020,,fedex,Delivered
359,14247,24-05-2020,,fedex,Delivered
360,8680,12-08-2022,,fedex,Delivered
361,4283,07-01-2021,,fedex,Delivered
362,3971,10-11-2020,,fedex,Delivered
363,10530,26-04-2020,,fedex,Delivered
364,16620,04-10-2023,,fedex,Delivered
365,15776,26-02-2023,,fedex,Delivered
366,9080,25-12-2022,,fedex,Delivered
367,14637,24-08-2022,,fedex,Delivered
368,6185,10-11-2021,,fedex,Delivered
369,15603,15-06-2020,,fedex,Delivered
370,18553,13-10-2023,,fedex,Delivered
371,5113,30-01-2022,,fedex,Delivered
372,13967,11-12-2020,,fedex,Delivered
373,4727,23-05-2020,,fedex,Delivered
374,11088,16-08-2023,,fedex,Delivered
375,19561,27-10-2022,,fedex,Delivered
376,15764,31-08-2021,,fedex,Delivered
377,13279,12-06-2021,,fedex,Delivered
378,1565,13-04-2021,,fedex,Delivered
379,9818,08-01-2021,,fedex,Delivered
380,13111,18-06-2022,,fedex,Delivered
381,18793,20-03-2022,,fedex,Delivered
382,2037,10-12-2021,,fedex,Delivered
383,1717,12-11-2021,,fedex,Delivered
384,1967,07-08-2021,,fedex,Delivered
385,17589,04-11-2023,,fedex,Delivered
386,17749,25-05-2021,,fedex,Delivered
387,8456,21-09-2022,,fedex,Delivered
388,11886,01-07-2021,,fedex,Delivered
389,10022,28-08-2023,,fedex,Delivered
390,1373,19-03-2020,,fedex,Delivered
391,12312,12-08-2023,,fedex,Delivered
392,7344,14-08-2023,,fedex,Delivered
393,12292,19-07-2021,,fedex,Delivered
394,8192,06-09-2023,,fedex,Delivered
395,883,20-03-2023,,fedex,Delivered
396,13739,28-12-2023,,fedex,Delivered
397,13093,18-03-2023,,fedex,Delivered
398,9234,03-03-2020,,fedex,Delivered
399,9564,13-01-2020,,fedex,Delivered
400,3009,04-12-2023,,fedex,Delivered
401,4223,23-10-2023,,fedex,Delivered
402,15738,07-05-2023,,fedex,Delivered
403,19175,30-10-2021,,fedex,Delivered
404,3811,30-09-2021,,fedex,Delivered
405,19039,07-10-2020,,fedex,Delivered
406,16316,18-05-2023,,fedex,Delivered
407,16062,28-02-2023,,fedex,Delivered
408,18427,08-09-2023,,fedex,Delivered
409,6763,17-07-2020,,fedex,Delivered
410,19947,17-06-2020,,fedex,Delivered
411,15381,11-10-2022,,fedex,Delivered
412,15075,01-08-2022,,fedex,Delivered
413,14879,11-05-2022,,fedex,Delivered
414,6347,26-12-2020,,fedex,Delivered
415,3483,31-07-2020,,fedex,Delivered
416,7056,24-04-2020,,fedex,Delivered
417,6849,07-01-2024,,fedex,Delivered
418,16054,26-08-2023,,fedex,Delivered
419,14859,14-02-2022,,fedex,Delivered
420,7776,10-07-2020,,fedex,Delivered
421,18381,12-06-2020,,fedex,Delivered
422,4845,24-02-2020,,fedex,Delivered
423,9748,21-12-2023,,fedex,Delivered
424,11656,14-04-2023,,fedex,Delivered
425,12690,19-03-2022,,fedex,Delivered
426,6111,14-04-2021,,fedex,Delivered
427,17965,11-11-2020,,fedex,Delivered
428,9784,03-01-2024,,fedex,Delivered
429,16916,10-08-2023,,fedex,Delivered
430,2625,16-06-2023,,fedex,Delivered
431,6707,28-01-2023,,fedex,Delivered
432,5179,19-01-2022,,fedex,Delivered
433,8328,11-04-2021,,fedex,Delivered
434,17424,29-06-2020,,fedex,Delivered
435,6517,05-04-2021,,fedex,Delivered
436,16268,09-10-2020,,fedex,Delivered
437,15455,08-04-2020,,fedex,Delivered
438,12278,21-09-2023,,fedex,Delivered
439,12258,01-08-2023,,fedex,Delivered
440,8278,18-08-2021,,fedex,Delivered
441,1185,25-07-2021,,fedex,Delivered
442,10084,29-02-2020,,fedex,Delivered
443,15730,27-07-2022,,fedex,Delivered
444,17166,18-05-2021,,fedex,Delivered
445,15263,08-03-2020,,fedex,Delivered
446,15774,22-01-2024,,fedex,Delivered
447,2859,20-11-2023,,fedex,Delivered
448,8470,15-01-2023,,fedex,Delivered
449,3975,04-12-2022,,fedex,Delivered
450,17272,29-10-2022,,fedex,Delivered
451,7734,09-06-2022,,fedex,Delivered
452,17811,09-01-2021,,fedex,Delivered
453,1283,17-07-2020,,fedex,Delivered
454,11814,15-06-2020,,fedex,Delivered
455,7228,02-10-2023,,fedex,Delivered
456,19129,21-01-2021,,fedex,Delivered
457,4043,28-05-2022,,fedex,Delivered
458,4009,22-09-2020,,fedex,Delivered
459,3709,11-09-2023,,fedex,Delivered
460,12612,11-09-2022,,fedex,Delivered
461,12348,12-07-2022,,fedex,Delivered
462,11612,22-07-2021,,fedex,Delivered
463,13021,14-02-2021,,fedex,Delivered
464,325,17-09-2022,,fedex,Delivered
465,9724,12-09-2022,,fedex,Delivered
466,13891,17-08-2022,,fedex,Delivered
467,19345,21-04-2022,,fedex,Delivered
468,6373,10-08-2020,,fedex,Delivered
469,7372,13-07-2020,,fedex,Delivered
470,1743,04-05-2020,,fedex,Delivered
471,9604,01-05-2023,,fedex,Delivered
472,12952,27-03-2022,,fedex,Delivered
473,443,30-01-2022,,fedex,Delivered
474,18205,13-02-2023,,fedex,Delivered
475,5377,27-07-2022,,fedex,Delivered
476,10262,18-06-2022,,fedex,Delivered
477,10612,24-05-2022,,fedex,Delivered
478,15111,20-11-2021,,fedex,Delivered
479,3385,26-01-2021,,fedex,Delivered
480,18545,20-11-2023,,fedex,Delivered
481,4731,31-01-2023,,fedex,Delivered
482,599,02-01-2023,,fedex,Delivered
483,6053,27-03-2022,,fedex,Delivered
484,8924,13-07-2021,,fedex,Delivered
485,3787,11-01-2023,,fedex,Delivered
486,6423,30-12-2022,,fedex,Delivered
487,4047,17-05-2021,,fedex,Delivered
488,8936,23-09-2023,,fedex,Delivered
489,2139,31-12-2022,,fedex,Delivered
490,1251,13-10-2022,,fedex,Delivered
491,1723,28-07-2021,,fedex,Delivered
492,14163,23-07-2021,,fedex,Delivered
493,699,19-04-2021,,fedex,Delivered
494,1487,19-04-2020,,fedex,Delivered
495,8164,05-02-2020,,fedex,Delivered
496,10350,04-09-2023,,fedex,Delivered
497,8454,13-08-2022,,fedex,Delivered
498,11374,29-09-2023,,fedex,Delivered
499,6395,01-07-2023,,fedex,Delivered
500,15876,10-05-2023,,fedex,Delivered
501,18115,02-11-2022,,fedex,Delivered
502,17162,10-03-2022,,fedex,Delivered
503,17661,20-06-2021,,fedex,Delivered
504,2493,29-12-2023,,fedex,Delivered
505,16428,15-03-2021,,fedex,Delivered
506,3183,07-12-2020,,fedex,Delivered
507,17442,29-05-2020,,fedex,Delivered
508,17276,02-01-2020,,fedex,Delivered
509,217,04-01-2024,,fedex,Delivered
510,16896,27-11-2023,,fedex,Delivered
511,4759,30-06-2023,,fedex,Delivered
512,55,21-06-2023,,fedex,Delivered
513,981,06-09-2023,,fedex,Delivered
514,18971,23-08-2023,,fedex,Delivered
515,8084,28-02-2022,,fedex,Delivered
516,771,15-07-2021,,fedex,Delivered
517,16510,07-04-2022,,fedex,Delivered
518,14537,17-05-2021,,fedex,Delivered
519,6313,01-10-2023,,fedex,Delivered
520,13419,07-06-2022,,fedex,Delivered
521,1429,08-05-2021,,fedex,Delivered
522,15792,20-06-2020,,fedex,Delivered
523,8586,23-10-2022,,fedex,Delivered
524,12534,30-03-2022,,fedex,Delivered
525,11922,06-02-2021,,fedex,Delivered
526,5639,20-04-2020,,fedex,Delivered
527,909,24-11-2023,,fedex,Delivered
528,5077,23-07-2023,,fedex,Delivered
529,13081,22-06-2021,,fedex,Delivered
530,17274,20-07-2020,,fedex,Delivered
531,4667,30-11-2023,,fedex,Delivered
532,19779,01-08-2022,,fedex,Delivered
533,19735,10-05-2021,,fedex,Delivered
534,13797,09-02-2021,,fedex,Delivered
535,5069,25-08-2020,,fedex,Delivered
536,2851,13-01-2024,,fedex,Delivered
537,19571,09-05-2022,,fedex,Delivered
538,5265,02-11-2021,,fedex,Delivered
539,19193,31-01-2024,,fedex,Delivered
540,9534,29-12-2023,,fedex,Delivered
541,5955,19-10-2021,,fedex,Delivered
542,2463,08-01-2024,,fedex,Delivered
543,10318,14-05-2023,,fedex,Delivered
544,19287,08-09-2022,,fedex,Delivered
545,17362,09-02-2022,,fedex,Delivered
546,761,02-10-2020,,fedex,Delivered
547,3191,21-01-2020,,fedex,Delivered
548,15185,07-01-2024,,fedex,Delivered
549,2433,02-06-2023,,fedex,Delivered
550,5555,12-07-2022,,fedex,Delivered
551,6433,02-09-2021,,fedex,Delivered
552,9874,13-03-2021,,fedex,Delivered
553,7042,10-12-2020,,fedex,Delivered
554,5667,05-02-2022,,fedex,Delivered
555,17096,26-05-2021,,fedex,Delivered
556,5311,26-01-2021,,fedex,Delivered
557,15483,25-12-2023,,fedex,Delivered
558,11828,21-10-2023,,fedex,Delivered
559,6293,07-01-2023,,fedex,Delivered
560,10716,01-12-2022,,fedex,Delivered
561,10134,28-03-2022,,fedex,Delivered
562,8106,17-08-2020,,fedex,Delivered
563,1325,24-03-2020,,fedex,Delivered
564,4151,08-02-2022,,fedex,Delivered
565,12432,17-11-2021,,fedex,Delivered
566,19091,16-02-2020,,fedex,Delivered
567,3101,11-09-2021,,fedex,Delivered
568,6311,22-07-2020,,fedex,Delivered
569,6569,08-06-2020,,fedex,Delivered
570,9544,12-02-2024,,fedex,Delivered
571,1137,22-12-2022,,fedex,Delivered
572,8804,12-09-2022,,fedex,Delivered
573,9484,24-02-2021,,fedex,Delivered
574,13721,09-01-2024,,fedex,Delivered
575,8500,13-12-2022,,fedex,Delivered
576,10484,13-03-2021,,fedex,Delivered
577,17120,07-04-2023,,fedex,Delivered
578,15728,18-08-2022,,fedex,Delivered
579,213,09-05-2021,,fedex,Delivered
580,16650,30-01-2023,,fedex,Delivered
581,2349,31-12-2022,,fedex,Delivered
582,19451,17-02-2021,,fedex,Delivered
583,10146,10-07-2022,,fedex,Delivered
584,18741,30-07-2021,,fedex,Delivered
585,14225,07-04-2020,,fedex,Delivered
586,11450,21-12-2021,,fedex,Delivered
587,18377,21-12-2020,,fedex,Delivered
588,17967,30-10-2020,,fedex,Delivered
589,7556,31-05-2020,,fedex,Delivered
590,18145,28-02-2023,,fedex,Delivered
591,3665,09-11-2021,,fedex,Delivered
592,15105,01-01-2021,,fedex,Delivered
593,15952,28-06-2020,,fedex,Delivered
594,16556,17-04-2020,,fedex,Delivered
595,8864,14-02-2023,,fedex,Delivered
596,17094,25-02-2020,,fedex,Delivered
597,14961,05-02-2024,,fedex,Delivered
598,6729,22-02-2023,,fedex,Delivered
599,16646,07-12-2022,,fedex,Delivered
600,8788,03-10-2021,,fedex,Delivered
601,5163,01-02-2021,,fedex,Delivered
602,16130,13-08-2020,,fedex,Delivered
603,16008,22-03-2020,,fedex,Delivered
604,14185,11-03-2022,,fedex,Delivered
605,13939,20-10-2020,,fedex,Delivered
606,6291,22-09-2020,,fedex,Delivered
607,3333,24-06-2020,,fedex,Delivered
608,9166,22-06-2023,,fedex,Delivered
609,18799,07-09-2022,,fedex,Delivered
610,3979,16-07-2021,,fedex,Delivered
611,11576,10-04-2021,,fedex,Delivered
612,4407,27-08-2023,,fedex,Delivered
613,3909,25-08-2021,,fedex,Delivered
614,1241,22-04-2020,,fedex,Delivered
615,12436,15-05-2023,,fedex,Delivered
616,12870,28-11-2021,,fedex,Delivered
617,10894,29-04-2020,,fedex,Delivered
618,16422,28-01-2020,,fedex,Delivered
619,1043,07-01-2024,,fedex,Delivered
620,1747,13-10-2020,,fedex,Delivered
621,11196,13-05-2020,,fedex,Delivered
622,15121,12-09-2022,,fedex,Delivered
623,6751,06-04-2021,,fedex,Delivered
624,15559,22-03-2020,,fedex,Delivered
625,18485,15-10-2023,,fedex,Delivered
626,6209,16-02-2023,,fedex,Delivered
627,2011,18-05-2021,,fedex,Delivered
628,6909,20-04-2021,,fedex,Delivered
629,10970,30-03-2023,,fedex,Delivered
630,14919,15-10-2021,,fedex,Delivered
631,19179,11-06-2021,,fedex,Delivered
632,19981,10-01-2021,,fedex,Delivered
633,769,13-10-2020,,fedex,Delivered
634,15665,25-02-2021,,fedex,Delivered
